condition,run,model,triples_seen_in_training,test_frequency,training_frequency
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 'ɡ')",418,63
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 'ɡ')",418,63
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 'ɡ')",418,63
10L_90NL,3,10L_90NL_3_1,"('ɡ', 'ɡ', 'ɡ')",182,24
10L_90NL,3,10L_90NL_3_1,"('s', 's', 's')",62,91
10L_90NL,3,10L_90NL_3_1,"('s', 's', 's')",62,91
10L_90NL,3,10L_90NL_3_1,"('s', 's', 's')",62,91
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 's', 's')",62,91
10L_90NL,3,10L_90NL_3_1,"('s', 's', 's')",62,91
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 's', 's')",62,91
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('ɡ', 'ɡ', 's')",210,20
10L_90NL,3,10L_90NL_3_1,"('ɡ', 'ɡ', 's')",210,20
10L_90NL,3,10L_90NL_3_1,"('ɡ', 'ɡ', 's')",210,20
10L_90NL,3,10L_90NL_3_1,"('ɡ', 'ɡ', 's')",210,20
10L_90NL,3,10L_90NL_3_1,"('ɡ', 'ɡ', 's')",210,20
10L_90NL,3,10L_90NL_3_1,"('ɡ', 'ɡ', 's')",210,20
10L_90NL,3,10L_90NL_3_1,"('ɡ', 'ɡ', 's')",210,20
10L_90NL,3,10L_90NL_3_1,"('ɡ', 'ɡ', 's')",210,20
10L_90NL,3,10L_90NL_3_1,"('ɡ', 'ɡ', 's')",210,20
10L_90NL,3,10L_90NL_3_1,"('ɡ', 'ɡ', 's')",210,20
10L_90NL,3,10L_90NL_3_1,"('ɡ', 'ɡ', 's')",210,20
10L_90NL,3,10L_90NL_3_1,"('ɡ', 'ɡ', 's')",210,20
10L_90NL,3,10L_90NL_3_1,"('ɡ', 'ɡ', 's')",210,20
10L_90NL,3,10L_90NL_3_1,"('ɡ', 'ɡ', 's')",210,20
10L_90NL,3,10L_90NL_3_1,"('ɡ', 'ɡ', 's')",210,20
10L_90NL,3,10L_90NL_3_1,"('ɡ', 'ɡ', 's')",210,20
10L_90NL,3,10L_90NL_3_1,"('ɡ', 'ɡ', 's')",210,20
10L_90NL,3,10L_90NL_3_1,"('ɡ', 'ɡ', 's')",210,20
10L_90NL,3,10L_90NL_3_1,"('ɡ', 'ɡ', 's')",210,20
10L_90NL,3,10L_90NL_3_1,"('ɡ', 'ɡ', 's')",210,20
10L_90NL,3,10L_90NL_3_1,"('ɡ', 'ɡ', 's')",210,20
10L_90NL,3,10L_90NL_3_1,"('s', 's', 's')",62,91
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 's', 's')",62,91
10L_90NL,3,10L_90NL_3_1,"('s', 's', 's')",62,91
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 's', 's')",62,91
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('ɡ', 'ɡ', 's')",210,20
10L_90NL,3,10L_90NL_3_1,"('ɡ', 'ɡ', 's')",210,20
10L_90NL,3,10L_90NL_3_1,"('ɡ', 'ɡ', 's')",210,20
10L_90NL,3,10L_90NL_3_1,"('ɡ', 'ɡ', 's')",210,20
10L_90NL,3,10L_90NL_3_1,"('ɡ', 'ɡ', 's')",210,20
10L_90NL,3,10L_90NL_3_1,"('ɡ', 'ɡ', 's')",210,20
10L_90NL,3,10L_90NL_3_1,"('ɡ', 'ɡ', 's')",210,20
10L_90NL,3,10L_90NL_3_1,"('ɡ', 'ɡ', 's')",210,20
10L_90NL,3,10L_90NL_3_1,"('ɡ', 'ɡ', 's')",210,20
10L_90NL,3,10L_90NL_3_1,"('ɡ', 'ɡ', 's')",210,20
10L_90NL,3,10L_90NL_3_1,"('ɡ', 'ɡ', 's')",210,20
10L_90NL,3,10L_90NL_3_1,"('ɡ', 'ɡ', 's')",210,20
10L_90NL,3,10L_90NL_3_1,"('ɡ', 'ɡ', 's')",210,20
10L_90NL,3,10L_90NL_3_1,"('ɡ', 'ɡ', 's')",210,20
10L_90NL,3,10L_90NL_3_1,"('ɡ', 'ɡ', 's')",210,20
10L_90NL,3,10L_90NL_3_1,"('ɡ', 'ɡ', 's')",210,20
10L_90NL,3,10L_90NL_3_1,"('ɡ', 'ɡ', 's')",210,20
10L_90NL,3,10L_90NL_3_1,"('ɡ', 'ɡ', 's')",210,20
10L_90NL,3,10L_90NL_3_1,"('ɡ', 'ɡ', 's')",210,20
10L_90NL,3,10L_90NL_3_1,"('ɡ', 'ɡ', 's')",210,20
10L_90NL,3,10L_90NL_3_1,"('ɡ', 'ɡ', 's')",210,20
10L_90NL,3,10L_90NL_3_1,"('s', 's', 's')",62,91
10L_90NL,3,10L_90NL_3_1,"('s', 's', 's')",62,91
10L_90NL,3,10L_90NL_3_1,"('s', 's', 's')",62,91
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 's', 's')",62,91
10L_90NL,3,10L_90NL_3_1,"('s', 's', 's')",62,91
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 's', 's')",62,91
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('ɡ', 'ɡ', 's')",210,20
10L_90NL,3,10L_90NL_3_1,"('ɡ', 'ɡ', 's')",210,20
10L_90NL,3,10L_90NL_3_1,"('ɡ', 'ɡ', 's')",210,20
10L_90NL,3,10L_90NL_3_1,"('ɡ', 'ɡ', 's')",210,20
10L_90NL,3,10L_90NL_3_1,"('ɡ', 'ɡ', 's')",210,20
10L_90NL,3,10L_90NL_3_1,"('ɡ', 'ɡ', 's')",210,20
10L_90NL,3,10L_90NL_3_1,"('ɡ', 'ɡ', 's')",210,20
10L_90NL,3,10L_90NL_3_1,"('ɡ', 'ɡ', 's')",210,20
10L_90NL,3,10L_90NL_3_1,"('ɡ', 'ɡ', 's')",210,20
10L_90NL,3,10L_90NL_3_1,"('ɡ', 'ɡ', 's')",210,20
10L_90NL,3,10L_90NL_3_1,"('ɡ', 'ɡ', 's')",210,20
10L_90NL,3,10L_90NL_3_1,"('ɡ', 'ɡ', 's')",210,20
10L_90NL,3,10L_90NL_3_1,"('ɡ', 'ɡ', 's')",210,20
10L_90NL,3,10L_90NL_3_1,"('ɡ', 'ɡ', 's')",210,20
10L_90NL,3,10L_90NL_3_1,"('ɡ', 'ɡ', 's')",210,20
10L_90NL,3,10L_90NL_3_1,"('ɡ', 'ɡ', 's')",210,20
10L_90NL,3,10L_90NL_3_1,"('ɡ', 'ɡ', 's')",210,20
10L_90NL,3,10L_90NL_3_1,"('ɡ', 'ɡ', 's')",210,20
10L_90NL,3,10L_90NL_3_1,"('ɡ', 'ɡ', 's')",210,20
10L_90NL,3,10L_90NL_3_1,"('ɡ', 'ɡ', 's')",210,20
10L_90NL,3,10L_90NL_3_1,"('ɡ', 'ɡ', 's')",210,20
10L_90NL,3,10L_90NL_3_1,"('s', 's', 's')",62,91
10L_90NL,3,10L_90NL_3_1,"('s', 's', 's')",62,91
10L_90NL,3,10L_90NL_3_1,"('s', 's', 's')",62,91
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 's', 's')",62,91
10L_90NL,3,10L_90NL_3_1,"('s', 's', 's')",62,91
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 's', 's')",62,91
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('ɡ', 'ɡ', 's')",210,20
10L_90NL,3,10L_90NL_3_1,"('ɡ', 'ɡ', 's')",210,20
10L_90NL,3,10L_90NL_3_1,"('ɡ', 'ɡ', 's')",210,20
10L_90NL,3,10L_90NL_3_1,"('ɡ', 'ɡ', 's')",210,20
10L_90NL,3,10L_90NL_3_1,"('ɡ', 'ɡ', 's')",210,20
10L_90NL,3,10L_90NL_3_1,"('ɡ', 'ɡ', 's')",210,20
10L_90NL,3,10L_90NL_3_1,"('ɡ', 'ɡ', 's')",210,20
10L_90NL,3,10L_90NL_3_1,"('ɡ', 'ɡ', 's')",210,20
10L_90NL,3,10L_90NL_3_1,"('ɡ', 'ɡ', 's')",210,20
10L_90NL,3,10L_90NL_3_1,"('ɡ', 'ɡ', 's')",210,20
10L_90NL,3,10L_90NL_3_1,"('ɡ', 'ɡ', 's')",210,20
10L_90NL,3,10L_90NL_3_1,"('ɡ', 'ɡ', 's')",210,20
10L_90NL,3,10L_90NL_3_1,"('ɡ', 'ɡ', 's')",210,20
10L_90NL,3,10L_90NL_3_1,"('ɡ', 'ɡ', 's')",210,20
10L_90NL,3,10L_90NL_3_1,"('ɡ', 'ɡ', 's')",210,20
10L_90NL,3,10L_90NL_3_1,"('ɡ', 'ɡ', 's')",210,20
10L_90NL,3,10L_90NL_3_1,"('ɡ', 'ɡ', 's')",210,20
10L_90NL,3,10L_90NL_3_1,"('ɡ', 'ɡ', 's')",210,20
10L_90NL,3,10L_90NL_3_1,"('ɡ', 'ɡ', 's')",210,20
10L_90NL,3,10L_90NL_3_1,"('ɡ', 'ɡ', 's')",210,20
10L_90NL,3,10L_90NL_3_1,"('ɡ', 'ɡ', 's')",210,20
10L_90NL,3,10L_90NL_3_1,"('s', 's', 's')",62,91
10L_90NL,3,10L_90NL_3_1,"('s', 's', 's')",62,91
10L_90NL,3,10L_90NL_3_1,"('s', 's', 's')",62,91
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 's', 's')",62,91
10L_90NL,3,10L_90NL_3_1,"('s', 's', 's')",62,91
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 's', 's')",62,91
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 's')",276,28
10L_90NL,3,10L_90NL_3_1,"('ɡ', 'ɡ', 's')",210,20
10L_90NL,3,10L_90NL_3_1,"('ɡ', 'ɡ', 's')",210,20
10L_90NL,3,10L_90NL_3_1,"('ɡ', 'ɡ', 's')",210,20
10L_90NL,3,10L_90NL_3_1,"('ɡ', 'ɡ', 's')",210,20
10L_90NL,3,10L_90NL_3_1,"('ɡ', 'ɡ', 's')",210,20
10L_90NL,3,10L_90NL_3_1,"('ɡ', 'ɡ', 's')",210,20
10L_90NL,3,10L_90NL_3_1,"('ɡ', 'ɡ', 's')",210,20
10L_90NL,3,10L_90NL_3_1,"('ɡ', 'ɡ', 's')",210,20
10L_90NL,3,10L_90NL_3_1,"('ɡ', 'ɡ', 's')",210,20
10L_90NL,3,10L_90NL_3_1,"('ɡ', 'ɡ', 's')",210,20
10L_90NL,3,10L_90NL_3_1,"('ɡ', 'ɡ', 's')",210,20
10L_90NL,3,10L_90NL_3_1,"('ɡ', 'ɡ', 's')",210,20
10L_90NL,3,10L_90NL_3_1,"('ɡ', 'ɡ', 's')",210,20
10L_90NL,3,10L_90NL_3_1,"('ɡ', 'ɡ', 's')",210,20
10L_90NL,3,10L_90NL_3_1,"('ɡ', 'ɡ', 's')",210,20
10L_90NL,3,10L_90NL_3_1,"('ɡ', 'ɡ', 's')",210,20
10L_90NL,3,10L_90NL_3_1,"('ɡ', 'ɡ', 's')",210,20
10L_90NL,3,10L_90NL_3_1,"('ɡ', 'ɡ', 's')",210,20
10L_90NL,3,10L_90NL_3_1,"('ɡ', 'ɡ', 's')",210,20
10L_90NL,3,10L_90NL_3_1,"('ɡ', 'ɡ', 's')",210,20
10L_90NL,3,10L_90NL_3_1,"('ɡ', 'ɡ', 's')",210,20
10L_90NL,3,10L_90NL_3_1,"('s', 's', 'ɡ')",140,28
10L_90NL,3,10L_90NL_3_1,"('s', 's', 'ɡ')",140,28
10L_90NL,3,10L_90NL_3_1,"('s', 's', 'ɡ')",140,28
10L_90NL,3,10L_90NL_3_1,"('s', 's', 'ɡ')",140,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 'ɡ')",418,63
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 'ɡ')",418,63
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 'ɡ')",418,63
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 'ɡ')",418,63
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 'ɡ')",418,63
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 'ɡ')",418,63
10L_90NL,3,10L_90NL_3_1,"('s', 's', 'ɡ')",140,28
10L_90NL,3,10L_90NL_3_1,"('s', 's', 'ɡ')",140,28
10L_90NL,3,10L_90NL_3_1,"('s', 's', 'ɡ')",140,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 'ɡ')",418,63
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 'ɡ')",418,63
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 'ɡ')",418,63
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 'ɡ')",418,63
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 'ɡ')",418,63
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 'ɡ')",418,63
10L_90NL,3,10L_90NL_3_1,"('s', 's', 'ɡ')",140,28
10L_90NL,3,10L_90NL_3_1,"('s', 's', 'ɡ')",140,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 'ɡ')",418,63
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 'ɡ')",418,63
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 'ɡ')",418,63
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 'ɡ')",418,63
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 'ɡ')",418,63
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 'ɡ')",418,63
10L_90NL,3,10L_90NL_3_1,"('s', 's', 'ɡ')",140,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 'ɡ')",418,63
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 'ɡ')",418,63
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 'ɡ')",418,63
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 'ɡ')",418,63
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 'ɡ')",418,63
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 'ɡ')",418,63
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 'ɡ')",418,63
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 'ɡ')",418,63
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 'ɡ')",418,63
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 'ɡ')",418,63
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 'ɡ')",418,63
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 'ɡ')",418,63
10L_90NL,3,10L_90NL_3_1,"('ɡ', 'ɡ', 'ɡ')",182,24
10L_90NL,3,10L_90NL_3_1,"('ɡ', 'ɡ', 'ɡ')",182,24
10L_90NL,3,10L_90NL_3_1,"('ɡ', 'ɡ', 'ɡ')",182,24
10L_90NL,3,10L_90NL_3_1,"('ɡ', 'ɡ', 'ɡ')",182,24
10L_90NL,3,10L_90NL_3_1,"('ɡ', 'ɡ', 'ɡ')",182,24
10L_90NL,3,10L_90NL_3_1,"('ɡ', 'ɡ', 'ɡ')",182,24
10L_90NL,3,10L_90NL_3_1,"('ɡ', 'ɡ', 'ɡ')",182,24
10L_90NL,3,10L_90NL_3_1,"('ɡ', 'ɡ', 'ɡ')",182,24
10L_90NL,3,10L_90NL_3_1,"('ɡ', 'ɡ', 'ɡ')",182,24
10L_90NL,3,10L_90NL_3_1,"('ɡ', 'ɡ', 'ɡ')",182,24
10L_90NL,3,10L_90NL_3_1,"('ɡ', 'ɡ', 'ɡ')",182,24
10L_90NL,3,10L_90NL_3_1,"('ɡ', 'ɡ', 'ɡ')",182,24
10L_90NL,3,10L_90NL_3_1,"('ɡ', 'ɡ', 'ɡ')",182,24
10L_90NL,3,10L_90NL_3_1,"('ɡ', 'ɡ', 'ɡ')",182,24
10L_90NL,3,10L_90NL_3_1,"('ɡ', 'ɡ', 'ɡ')",182,24
10L_90NL,3,10L_90NL_3_1,"('s', 's', 'ɡ')",140,28
10L_90NL,3,10L_90NL_3_1,"('s', 's', 'ɡ')",140,28
10L_90NL,3,10L_90NL_3_1,"('s', 's', 'ɡ')",140,28
10L_90NL,3,10L_90NL_3_1,"('s', 's', 'ɡ')",140,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 'ɡ')",418,63
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 'ɡ')",418,63
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 'ɡ')",418,63
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 'ɡ')",418,63
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 'ɡ')",418,63
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 'ɡ')",418,63
10L_90NL,3,10L_90NL_3_1,"('s', 's', 'ɡ')",140,28
10L_90NL,3,10L_90NL_3_1,"('s', 's', 'ɡ')",140,28
10L_90NL,3,10L_90NL_3_1,"('s', 's', 'ɡ')",140,28
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 'ɡ')",418,63
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 'ɡ')",418,63
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 'ɡ')",418,63
10L_90NL,3,10L_90NL_3_1,"('s', 'ɡ', 'ɡ')",418,63
